region_out,n_catchments,subregion_population,pct_national_population,pw_mean_corisk,pw_mean_service_deficit,pw_mean_gap,population_hidden_burden,pct_subregion_hidden_burden
NA,280,40420730.167098865,1,0.47237334776220646,0.7089334432556635,0.18130679101786992,2699286.105303958,0.06677974628724266
